Clicks,Revenue_Generated
349,53890.93
1279,40271
4406,7390.38
1500,55544.15
4732,18618.23
3985,13271.84
4911,73552.91
2956,87974.64
623,23701.16
2413,68947.59
3172,50413.73
151,65398.05
3312,14237.04
2456,47295.61
4805,24266.45
2409,5614.16
642,77028.91
665,16676.03
1821,71107.48
2784,34962.77
3643,78309.87
4225,26335.54
3155,1257.46
1557,54459.73
4800,62178.42
2585,23369.44
1010,83955.34
1068,92404.57
4968,52046.73
665,59468.13
2267,30512.07
2136,17454.24
2917,11328.3
2633,84128.63
474,51827.06
4396,83326.67
395,10393.61
2495,27700.32
3681,6004.17
1618,70107.99
1746,22795.47
1352,98804.91
4958,20660.64
3003,10906.38
4396,23250.74
1513,72662.73
2624,55722.13
1968,24084.72
2848,72348.4
2081,3702.14
703,8909.74
1030,86355.78
4752,24627.57
2698,80610.02
2002,50681.42
194,57094.49
1329,68930
115,92096.29
4846,89908.83
2059,77683.16
2065,94502.83
35,61841.35
1911,47343.49
4591,13514.18
2838,20374.5
4899,50417
530,93343.6
4817,82706.91
110,84810.49
2388,85986.79
4318,36049.42
4239,67250.5
994,30663.36
1348,57262.32
3542,86384.95
4252,62303.75
2375,23125.76
4900,32798.57
4572,61606.14
4393,25543.87
1240,5984.88
2463,16876.48
4324,32335.41
763,21446.5
3495,16430.47
1408,58132.44
4208,49804.97
4471,37398.26
1571,91611.67
4549,81365.37
4337,93680.96
2211,25229.66
832,32394.21
4328,78010.02
3095,61409.89
4542,24746.83
1451,39841.62
134,98505.73
1308,83794.84
2255,17705.35
4672,58103
1173,11494.05
4668,95750.39
3561,65517.67
4499,45856.68
1571,87984.77
4789,96087.42
3477,88301.74
871,55945.66
314,69674.61
1015,87924.79
1990,89196.73
2083,28813.18
1228,1754.94
2333,34162.61
2846,40675.1
2582,80533.23
3980,4653.09
4117,51371.21
4430,45876.71
3083,44071.93
2697,10075.52
1700,7284.67
62,14320.3
1655,94784.7
3448,30450.13
1614,2052.64
4522,77313.21
3030,4063.16
4576,97658.24
48,16925.88
844,77969.72
3227,68485.03
300,72031.83
69,22765.99
1336,53635.95
2151,17619.59
1146,64842.69
2856,53092.75
1464,41004.46
1167,56433.04
1280,91726.42
886,17969.85
1213,3326.25
3000,2707.15
1826,92044.52
2510,21178.2
1721,95684.85
3930,47368.71
4261,83119.89
3336,32388.4
815,90204.32
1679,93677.53
1747,57089.54
1931,17732.36
2862,37235.53
1766,97085.41
2378,69295.49
4476,1429.33
4751,89982.75
3698,57814.94
3740,32818.34
4091,23882.38
3862,43494.91
2412,33955.03
2076,27891.7
301,89863.59
3859,13486.57
1859,61948.08
1050,98890.38
1081,2759.43
2025,8557.84
2545,81385.63
3531,7025.25
3896,96154.46
1643,90916.53
4035,46480.86
910,59694.48
386,49205.43
2680,70780.02
4527,11149.38
4015,10368.86
1102,80194.41
1265,97013.63
2104,30587.79
1932,86073.71
4169,91357.43
4359,16142.1
1751,14703.82
1952,6487.26
293,10963.23
2052,5065.62
1283,98284.01
1805,89061.48
46,9524.05
3513,49863.21
4836,5607.09
3369,42403.15
334,25859.69
3782,47036.27
2328,15590.94
2408,10047.18
2854,96739.57
2937,66242.6
1494,30445.84
161,40642.12
3662,15331.83
1856,36032.86
1182,66733.05
3803,16872.29
3953,66384.55
3613,28701.35
2985,18738.16
677,66173.26
4846,64716.1
596,79626.85
1623,76719.41
4097,46815.93
2706,90057.68
1378,58957.04
1508,81065.47
4274,72777.84
2751,86830.07
581,89545.48
742,37556.92
377,75543.94
1320,49531.65
1955,69895.9
2996,96768.59
4521,94047.92
1001,71717.08
20,83267.46
4860,22650.72
828,78346.09
3947,74997.61
651,50497.6
510,99735.41
599,73060.17
2275,20405.02
796,64513.31
1399,44726.5
1605,75542.84
891,30582.33
1538,7970.7
4499,41388.11
737,62364.25
2263,67589.48
3131,20009.48
3633,66834.81
2349,90565.7
3157,84526.5
3639,6552.31
319,41546.56
2304,36786.03
1447,72967.69
1681,10552.41
333,30217.39
4176,4699.8
1765,5414.66
1504,67972.54
195,87798.13
2048,53613.24
2678,59887.61
3343,20345.24
3509,68591.84
1779,91450.09
2328,25278.24
3153,92932.05
395,71971.49
2408,38668.05
2894,16594.43
2290,53912.84
286,68750.46
3691,76111.57
974,69471.7
4157,62061.31
2731,96292.24
4141,22096.3
1063,23279.27
2524,94354.6
3026,63137.86
2881,63794.81
506,81027.85
3670,84934.29
2464,91194.44
4029,64465.17
2600,72048.02
2985,17126.11
2665,12078.49
4388,13284.05
4020,79889.38
2167,12089.39
651,74410.04
2672,25545.04
4935,40425.98
398,55987.39
2381,91817.59
4037,80858.7
2740,12555.91
4937,25259.68
3597,42580.91
3103,3602.59
3579,90587.22
4615,65788.42
4984,75159.69
1947,56639.45
3843,82593.5
1474,7376.72
2439,59952.2
4491,35110.03
1574,13032.5
1848,10520.96
4850,71633.31
1453,27270.42
2533,9955.97
3901,73774.26
1552,64613.79
2998,13416.95
748,82313.12
4327,68032.84
2121,38916.11
3538,92102.06
4222,88507.29
691,16394.2
1498,15608.23
966,41519.62
2305,51271.16
800,51117.34
2306,62267.29
4474,86923.76
1015,98939.81
2139,70202.43
3948,73854.02
2588,8147.35
4440,5517.05
1217,18613.74
2775,9467.05
2480,62420.1
3696,24783.13
2194,39681.19
3164,8592.21
3158,29367.74
2623,81474.58
4837,53719.56
950,77830.92
1749,60307.21
4835,15899.05
4052,51573.27
88,22502.93
1433,69695.15
94,54473.15
4136,72583.66
2210,62215.66
1910,41309.46
3721,23746.17
3986,43287.64
4053,59489.33
886,73400.38
4876,96197.83
1511,67304.84
2782,10527.02
3089,23107.3
4341,70746.12
1019,90118.98
1015,69378.5
2371,76047.8
342,77035.71
340,71113.99
3821,83467.4
3103,14178.76
4576,9206.12
2185,71353.7
479,46132.77
1479,19524.04
1747,9969.3
4283,70745.88
3649,85208.69
757,66175.15
3394,87571.58
4961,17742.54
3554,53572.72
2271,43735.76
4841,28701.32
2526,47173.04
4716,57629.41
2011,93028.47
1985,52171.71
2046,34665.61
2466,79783.22
1298,64245.58
3486,14098.38
4699,43397.74
2687,64011.09
4597,89597.09
852,44945.24
3795,74604.04
1363,30564.7
1134,48560.29
3470,37741.5
4365,47341.33
2291,97603.2
2468,81174.05
2982,81877.21
4784,66069.89
4226,10414.58
336,76082.62
1276,57709.38
4764,21227.06
2503,37673.8
4833,24756.73
4400,44780.58
4731,33612.87
370,94372.65
4978,57582.12
584,85290.95
3644,14969.47
166,58772
562,27360.42
1815,98784.62
2827,11520.36
3868,71493.23
4346,11416.65
2014,26502.17
1159,67196.97
2684,28377.38
4055,86747.98
264,40472.27
2847,12012.27
2170,78444.12
2128,78109.93
2325,26268.65
2309,83108.26
1952,1572.71
245,23329.59
2267,11750.09
325,46210
2026,50541.83
525,41951.91
2684,2295.93
3212,99553.8
1586,22770.41
2912,49396.63
640,52430.83
1889,14001.19
1017,12797.21
4458,11093.5
4448,75739.12
4248,61504.02
4510,38814.07
286,53239.51
2322,65954.74
1830,60051.21
3933,45413.47
4456,21228.84
3613,89047.1
56,2584.08
93,29368.39
1456,25206.59
2234,73471.06
3304,32689.1
4408,1876.16
944,15048.39
457,74651.57
942,79887.2
2329,34252.75
1712,30196.55
1477,47089.11
3908,65380.27
2209,47572.7
4891,41137.39
2174,28866.58
3324,79832.27
2255,56232.27
2194,54914.94
1023,34871.5
133,27489.03
200,6619.23
2302,64127.25
1244,50058.59
3120,16518.79
1679,56033.81
4761,41533.37
16,9181.41
4836,43820.59
220,12317.2
1754,17222.81
1327,23707.58
1852,29395.54
4720,52678.59
2930,74441.33
3755,41764.97
2373,38213.21
158,77706.42
2850,13992.45
3232,86318.57
3877,18991.61
2146,2158.49
3520,60265.98
2535,84408.33
2508,17831.91
4770,74515.85
929,54684.55
1887,40355.61
3238,1992.02
1064,22236.13
1706,38094.94
2045,72998.71
2087,87681.31
2204,40277.78
867,1113.22
810,26547.01
2065,79489.89
2420,67630.64
3266,60793.94
3121,91170.91
4642,55004.05
1405,91132.5
2306,29492.91
427,46558.22
3308,54416.75
3425,59910.17
2499,39580.11
4153,10429.57
4676,38611.3
108,65642.83
1435,51314.1
506,30888.11
3981,52119.82
3409,21016.67
4934,35299.1
4054,17561.58
3688,88891.43
4618,35993.9
4489,87812.57
2503,23180.95
2988,98572.06
489,13564.83
3214,21278.94
3624,92533.32
3382,93900.92
3022,48512.66
4527,28074.63
4497,98178.45
4459,67533.17
66,57564.65
3494,30625.67
1890,62205.76
3824,94873.61
432,17768.7
2394,58303.92
2523,37941.05
3155,5049.44
1801,50770.87
1797,59261.56
3387,68184.93
3736,24910.21
3069,35971.5
1135,16266.84
454,53118.77
3944,22251.31
1315,28022.71
1023,47478.41
3093,23415.31
396,93358.17
288,66704.52
2986,12896.08
253,32610.52
350,20792.67
3863,84610.77
4474,45801.67
3298,88706.46
745,44270.55
4532,49312.43
2602,26135.74
2647,68839.13
4433,65597.51
1364,8544.94
4193,48279.14
937,26524.05
2621,70952.98
1616,72741.53
522,46345.84
586,87833.38
4149,75684.9
3503,97890.36
4626,67025.66
3803,86204.06
3321,77309.1
3664,21549.45
4167,35940.01
3049,6109.36
1300,35953.53
4073,58651.28
3480,48885.78
1273,97882.5
690,75175.58
4614,4796.27
3738,78678.12
246,42929.79
3911,81940.88
3643,47849.08
3287,25469.24
815,82483.62
203,1205.52
102,62396.78
4127,59158.97
2356,57695.7
4045,49292.89
2854,69507.19
4490,30469.61
1709,26159.57
1608,41567.3
1482,36004.6
4986,4953.4
186,84196.43
1513,28383.34
4358,28072
2892,32241.12
4958,26928.5
4733,47395.48
333,6560.72
3512,73180.68
4580,49087.42
720,59445.41
3095,47337.19
367,96854.29
4069,17409.94
929,54585.44
2362,8886.28
3034,32894.92
1075,73108.59
131,28773.77
4006,35916.81
252,92965.18
1800,75615
2841,81771.35
1791,68664.75
3859,7022.43
3981,42448.79
648,50413.55
3045,59749.47
2512,94144.93
68,31756.93
4388,16006.44
2827,43140.83
3291,11966.08
4032,24815.83
2200,96087.05
1807,7348.9
4095,64752.23
926,9432.32
4723,70758.6
4584,29026.36
356,32556.88
869,90118.81
4962,71315.43
1235,65749.63
814,9010.94
787,14920.13
1937,7502.92
599,29078.09
3502,60570.58
1907,73675.02
4580,21209.53
4851,75983.83
1310,71782.75
4234,7537.62
432,65004.99
3388,48014.65
4739,28787.38
2636,21994.89
4152,72113.09
1144,77246.56
241,9574.99
4168,95813.4
3528,30489.62
683,42295.26
3431,41279.58
3479,9223.1
1757,27007.7
1779,25985.2
825,44264.39
2788,27440.88
1788,70270.76
2163,86269.29
3249,50380.46
972,11773.05
4919,75820.59
4975,70271.94
53,26167.44
1684,33982.6
3716,60849.97
1412,4621.29
4105,8940.3
1893,94831.28
1016,74013.16
2219,19772.64
3983,28195.08
3811,97805.04
95,95309.57
1418,5068.01
1881,48478.79
3403,58832.78
2111,55487.05
1973,94154.66
481,38998.59
539,34327.99
2378,40702.25
1071,16792.64
3703,90078.21
2394,19121.26
3095,6254.84
3058,27155.99
1585,40230.14
653,98780.59
1049,20439.44
901,97587.82
1777,62443.25
3392,18720.48
3437,25652.38
3483,59126.32
663,69326.16
2592,86297.55
149,33564.76
1044,38551.59
981,49633.12
3213,67853.3
2725,53156.48
1763,80763.92
1647,70686.06
3144,81235.45
767,71101.06
2201,62191.78
2838,33454.56
4788,92563.75
2003,96643.07
232,59165.15
2993,74271.61
3419,21633.36
2527,30016.46
595,20875.61
1074,28863.95
2644,72250.05
1011,28795.25
404,68115.19
4452,24719.53
209,30997.65
262,34627.56
4774,64338.62
757,9582.77
1118,17476.11
755,68091.95
2134,25019.2
841,39008.56
764,59143.48
1062,53241.39
861,87385.94
2606,18799.75
1167,71540.26
4112,25674.78
3408,79113.19
2259,17285.74
4042,99564.09
3392,31462.86
886,72863.66
2341,28947.45
1602,9302.43
3920,31786.05
2125,73917.66
4582,70535.9
141,57676.73
360,66600.44
2166,48852.94
3676,38406.41
1106,33291.09
3848,41904.94
1620,58292.59
2903,95952.36
3428,70229.84
410,56250.09
234,56453.25
4447,97373.2
793,44595.23
2335,2727.69
1681,36208.84
2179,52855.75
4337,40178.04
435,60743.02
2515,92025.96
104,17453.09
4057,43511.85
3128,82680.04
875,25305.71
4445,93670.56
614,40594.9
933,50149.35
672,90971.18
2098,19518.03
265,22337.59
3628,1216.53
1697,60327.37
2338,90798.38
2558,56642.26
178,44147.34
275,2007.86
2358,53871.74
1611,21834.16
4767,82725.38
3830,83240.4
3058,23144.83
1724,29023.41
2751,70573.63
4842,83290.91
1037,41344.7
201,40248.78
1804,38693.05
1708,53430.99
1332,39103.81
1414,19169
1906,28357.67
4856,79359.41
2219,92605.76
3640,9615.56
2323,8953.02
1263,53131.68
4691,71775.04
2490,14516.71
1179,21104.2
3192,30865.29
1217,91326.79
560,68366.04
1959,8980.49
102,91402.31
3049,25309.28
2022,17206.06
805,88093.28
3854,62070.41
2968,10262.21
1006,52853.59
328,34354
916,1608.8
3067,74394
4861,84569.56
3871,33640.54
2072,23045.47
2004,91437.63
1069,97865.74
153,18114.41
850,55791.07
2238,13422.7
3550,10872.27
4428,65107.81
2967,20882.95
1139,68568.75
4121,2560.93
853,79910.84
3771,75661.42
3345,80436.43
4357,4940.66
2052,48062.78
2012,13590.95
4151,27878.52
3272,16082.92
2204,88965.97
1998,3624.11
1855,9112.34
2775,66118.89
143,30172.34
2469,69192.03
15,84001.37
1066,22111.78
1048,25512.67
4902,41209.17
1940,58581.98
3770,17374.27
4304,98996.81
4104,69293.39
3581,78285.97
1464,75895.31
2434,68317.49
1899,48826.32
2367,23014.91
4601,13730.53
1135,35089.4
2517,33625.58
1752,85610.56
4079,14843.89
2400,35660.75
4084,21508.48
19,46939.36
4537,89887.75
570,38847.25
1111,52023.71
894,69103.49
3971,44961.18
226,10348.15
4290,14823.12
4969,40294.02
116,72908.04
262,89593.01
3311,30118.53
114,57835.58
2549,49041.86
2135,75501.64
4713,38512.42
3871,73107.95
2175,85351.68
2182,94751.2
2984,32145.31
1806,19498.8
328,85830.17
1501,25585.36
912,59547.64
1850,12194.99
2731,62057.87
1897,75011.08
1830,53210.42
1132,94481.93
1066,85453.11
2283,22553.81
3098,29807.52
3410,90053.43
3935,34709.97
919,37217.72
4188,42200.64
665,15356.07
4213,41602.96
621,88320.73
3522,19703.62
1473,90395.85
737,76068.11
2990,26191.74
4158,43001.79
451,79978.32
1522,98720.25
4875,11161.26
4309,89504.16
765,63811.8
2459,76437.34
3178,83788.06
1313,67511.94
3347,95941.7
3793,13609.56
1309,59659
522,72015.76
129,87386.69
1747,77698.98
4975,5407.62
2262,44933.93
4009,48454.09
1983,85957.17
2873,62838.35
3278,61386.19
4304,9824.1
393,56095.59
3869,75196.57
1050,6221.28
1264,58444.96
974,2379.89
2784,68715.32
4557,51287.89
629,74275.2
1569,72586.11
4418,61561.95
1371,87369.97
3971,21624.85
2061,24062.75
1960,94316.74
118,87580.76
3305,60753.56
874,90790.59
2609,86218.74
2821,73677.14
3020,10000.8
1402,48641.76
480,9130.9
4232,21307.83
3611,8719.59
3066,73626.01
771,59321.62
2068,43062.5
1295,13113.1
1246,62480.25
890,31460.7
4651,52004.3
2719,94324.61
3920,20730.66
3845,78407.65
4071,5282.69
3705,85255.15
2000,61463.93
3407,5149.69
1945,2402.48
520,28695.8
3985,4082.49
1630,19011.14
2383,56714.95
2114,14107.18
3985,60216.24
2121,96427.48
2168,46361.62
1563,42952.44
1038,4176.68
816,71585.75
869,84971.24
4215,61697.37
1947,73510.31
1476,7276.19
1507,3302.24
1075,23737.25
1749,76052.83
3152,31228.23
4067,49080.94
2147,41382.15
1876,32612.15
3257,12682.36
3863,47442.52
566,50599.97
1858,97610.99
2087,6251.96
72,86686.77
1468,60832.24
2427,32895.57
3278,52982.48
4442,14753.66
620,20791.8
1133,68070.05
186,84417.64
4457,3137.25
864,38343.22
2512,4293.18
3220,27859.17
4214,70401.37
2781,64958.97
4730,3602.36
1375,90117.65
2130,84829.78
3686,33451.95
2029,53101.56
2066,36232.88
2533,50391.53
1941,47975.62
1531,38459.99
1961,8268.97
4019,31241.55
187,72819.19
2175,23660.02
817,91498.41
2266,49058.64
2627,66416.77
1066,48826.68
260,11536.94
2944,36799.91
4620,91255.26
3713,8814.52
63,46217.39
1851,95828.28
4748,70526.91
4644,95577.79
2573,17068.24
59,36248.23
343,10971.87
1440,6444.61
1500,70629.55
3328,46303.91
4276,77128.97
3369,88851.51
3116,69980.72
715,42161.09
4666,53769.22
3546,91052.74
2482,4947.24
1036,85246.63
1297,97694.04
1969,14948.85
2020,62879.88
3628,73119.49
3180,74362.65
2612,36947.96
4674,82114.87
909,22643.85
1133,76298.31
2274,94141.47
2518,3109.65
210,72680.34
1438,68020.01
3159,27732.22
2708,31498.68
4530,93864.77
1031,60121.75
4087,5091.95
3157,45033.15
4043,92492.4
3509,12856.23
1394,72611.24
4344,33870.56
1404,54068.85
1869,10879.53
4614,91552.31
4703,48195.69
19,69396.62
414,11940.81
1065,91226.62
4380,13750.75
3109,32764.32
2395,38224.92
219,12225.99
81,47148.94
1765,4236.79
3370,82692.91
4943,79425.44
2017,14423.23
1748,19167.01
4818,68209.8
1355,42985.02
4826,9995.25
491,27474.12
1036,43347.23
1600,33069.1
14,7648.57
801,13805.86
1769,20061.42
2053,70909.87
1777,54645.91
4842,25788.7
143,36552.42
2211,15145.84
733,40516.74
2904,63967.72
2637,38406.41
1556,20027.66
4185,69485.6
2625,78717.9
3192,41636.98
4995,43185.85
4174,58029.28
3447,35077.79
1324,18745.6
4589,27643.48
4558,75521.86
615,49575.73
4122,13302.52
4282,74883.86
1617,2807.91
4403,76760.49
2088,6527.3
4216,38136.05
3997,36682.26
2622,34018.89
3987,85592.35
2885,32751.96
4338,14167.11
1739,16209.62
2433,80636.09
4421,80148.75
1826,41119.27
220,18951.26
3316,95215.97
4053,49208.18
1800,11398.56
2203,63928.43
3103,87247.78
348,49276.36
502,55615.64
2233,75140.94
538,29464.62
3141,92789.81
576,76325.51
1851,1071.74
352,74883.04
884,63490.31
2799,37940.49
3803,75724.94
2138,3843.38
4555,75635.29
275,93986.72
379,54067.29
4098,21558.88
1872,42506.2
3080,53439.93
2015,95520.76
2798,31992.11
2304,66180.26
4939,10642.51
2762,42775.65
243,90488.06
2723,24162.02
3642,97209.51
1887,87477.09
1796,85446.55
473,90768.99
764,23313.59
2429,79064.66
1949,23454.46
2782,62829.84
692,9075.28
3722,62217.85
3506,1828.14
3357,88778.08
2417,76446.3
2908,47848.77
2241,57668.69
3664,91596.95
1756,94999.3
4950,52874.82
539,17768.85
3970,47313.58
465,25111.91
1406,48328.87
189,51712.15
4089,84587.81
4404,43494.75
2785,73423.51
2856,98159.59
2330,86042.95
706,8396.67
4253,53705.01
432,18316.38
4744,55252.82
1711,46392.58
3282,31842.09
2175,99596.74
1630,25406.52
4749,2515.19
2502,75383.82
4841,62033.33
4512,27456.55
589,81589.4
1347,84499.69
2295,84049.88
2926,9540.74
1717,35112.74
4809,83047.35
4666,90787.14
1198,53410.56
1149,91498.05
3777,90129.53
510,1220.98
4019,44078.31
3468,26011.45
3671,50322.28
2948,44779.7
1468,49842.52
2261,95844.95
3714,74644.82
2025,64607.2
1148,50854.86
1038,71117.61
3736,34433.37
2674,27361.81
2256,41354.15
2868,15142.53
1094,76079.72
1618,73311.16
2621,69670.52
4865,51965.89
2208,39351.47
4118,81910.03
1501,18839.95
4588,41178.52
385,60641.02
3741,53367.28
1720,49142.89
2342,97053.35
1324,6722.62
2638,20461.03
3436,75827.64
2643,73660.48
1262,74751.26
3188,19808.65
4772,84322.01
2796,60539.61
1577,61480.13
4026,49763.81
1465,69792.72
937,70447.51
1332,70785.13
4000,93660.83
2719,59184.34
861,12038.74
4532,1767.02
313,43421.49
2534,92015.9
3711,8730.32
3531,23418.19
2215,27559.33
3425,85927.65
4706,59898.11
3565,25587.75
2019,90898.74
1092,8718.78
4281,5751.55
4225,69772.4
4280,16117.96
1157,88411.75
3035,59434.65
297,10802.52
1499,35825.55
2993,19564.85
1454,34829.61
2619,69948.96
2297,59889.73
3726,61081.16
1079,50750.78
3600,34200.62
2558,93355.82
3429,41867.91
4419,68791.73
2199,13080.69
4727,43545.23
346,84280.49
2066,72000.82
1282,47009.14
2053,19812.67
4824,42122.17
4406,70133.58
4632,27766.41
4815,29290.89
3245,46800.55
1270,70162.24
1712,14921.4
4432,77718.8
4033,75408.01
458,33978.16
3511,41977.81
1529,60670.74
1842,2435.09
3063,88014.46
1076,90899.51
2305,27687.91
2208,29308.25
4218,85210.24
2793,72411.85
3232,71675.11
722,30839.78
3424,64480.27
4682,5826.6
3459,73161.89
2064,61127.44
3405,3652.9
3499,44357.25
4670,63965.28
2108,11543.24
604,66406.43
1117,88302.62
1898,12917.68
2797,8435.63
3074,23463.89
546,71704.48
1193,85707.76
4675,9185.75
1759,46323.21
2369,86504.34
1596,76354.17
4283,46861.68
1768,86474.23
1540,59246.8
3716,75685.24
3462,52869.78
4794,91585.34
1923,48862.58
1053,58986.59
134,39945.41
4385,90083.15
4768,64324.5
4521,27144.56
1333,17403.33
4610,88674.39
2807,42674.55
345,93439.42
1110,46699.27
1747,28910.86
922,11754.12
983,98620.59
328,38147.37
1591,93207.31
2536,80282.77
868,22551.74
335,5042.03
3890,54532.11
2220,68912.39
3037,26545.24
4685,85344.39
209,41526.92
4459,28906.86
2982,7732.98
2373,3587.49
1656,47172.38
265,11747.08
1853,71829.68
3880,47327.23
1476,4964.84
3806,62598.02
950,99541.22
333,42388.08
2471,73044
1123,60878.52
23,39898.46
3480,93500.81
3559,81007.12
4343,7347.85
3605,78960.41
2919,64076.09
3989,95177.44
4294,40140.23
2047,19150.94
3495,39951.54
836,9518.07
3920,71048.39
1035,27788.56
2210,97074.54
4131,72816.02
4041,36245.92
1776,46163.2
519,85131.21
3273,13468.45
4756,33417.26
4334,71835.65
1700,17197.42
216,20860.62
2045,86225.02
2985,34314
3532,7207.48
562,35293.69
323,9503.31
1737,29909.35
2469,56325.43
2210,81303.95
3210,38368.96
4233,31396.03
3544,42981.93
4497,54207.92
414,83009.71
2172,40495.73
4496,36743.98
3653,10580.69
2952,10574.86
1686,27152.86
4687,86006.15
4019,2285.21
2219,60558.95
1484,46248.6
229,35115
4808,81614.61
94,72445.48
41,77358.84
1116,49088.1
2215,28112.77
2093,51068.59
789,9603.66
958,14999.2
2621,48863.99
361,70076.5
3071,32563.04
2927,58771.76
552,27811.34
1023,72941.5
702,93064.18
3115,73140.01
1245,58089.97
3750,46270.54
1869,11680.48
2029,23722.3
2470,75810.63
2715,10809.78
2764,84773.85
2491,18867.02
194,41875.44
3256,46639.22
4028,12340.71
3879,28545.95
1779,34679.25
3060,98870.92
3165,57722.1
1960,29406.47
2659,46548.86
4944,73559.69
2733,61885.3
2285,53742.14
1216,5427.62
75,66104.88
2480,1712.61
1472,11172.51
1128,77663.85
2319,85035.52
3841,39935.93
379,96555.49
512,45587.25
1430,98532.99
2872,88486.69
1536,71847.03
2171,84312.01
428,36582.05
3659,34803.88
1051,84719.31
225,88058.89
4509,35412.52
4696,88554.67
516,2528.11
3428,7817.3
4361,59444.37
2176,42124.15
4543,2752.74
1930,76139.53
3872,50367.73
770,8886.16
2542,79376.04
274,97345.38
3902,39344.28
4861,91511.68
1533,23501.81
3380,67187.62
983,5468.46
4326,75431.71
4486,63718.37
3739,46461.35
1147,38935.47
1104,16381.49
533,60659.31
1877,90250.92
2452,37783.09
1413,19428.2
3009,62189.02
4582,70182.66
365,53937.34
3789,91640.04
2665,30977.73
4729,12028.22
3858,85576.22
2051,49139.17
4583,48439.14
2390,8376.77
3468,50119.17
802,47066.09
59,39016.89
328,36373.43
4481,28242.02
3447,70254.02
2318,25701.34
313,51690.59
4491,2192.39
1850,44861.29
3061,83795.33
1462,94660.02
1861,57133.7
839,37929.47
2210,9875.09
3568,73169.35
2695,26022.16
1133,27531.27
1201,20519.84
3341,2726.16
1284,54451.1
2809,95482.95
1745,28753.37
976,54385.2
3583,55365.33
2647,29246.12
930,85520.35
2526,90333.59
1007,10876.96
311,84989.06
4713,8459.54
2137,92043.58
3339,13347.56
1468,44359.03
4395,88631.1
3737,9481.67
4273,93385.95
2700,58856.46
3378,20861.14
4776,17342.64
4868,51878.87
2949,46519.21
4814,51339.37
2116,15977.48
3529,15785.01
1944,94829.87
3215,97666.23
2554,77004.11
3207,17023.2
1279,31604.83
183,50248.58
2599,89461.59
3278,63784.28
650,83223.94
4037,76085
3203,11313.13
532,64194.44
570,65733.84
3996,86893.94
1340,14048.8
1850,81110.81
4753,87140.04
4824,1894.3
345,77332.23
15,72594.4
56,99328.73
4578,50129.06
4213,21843.27
379,35962.16
739,58453.09
2861,48684.82
1650,94301.41
1804,97015.44
1892,18378.19
2802,11886.81
1498,11005.43
3873,68057.95
1357,97554.49
2167,78736.71
239,62913.14
2919,14054.15
826,70972.82
1888,81845.81
616,79140.5
2690,17855.35
2564,47539.61
1103,96994.7
980,57063.26
1578,47143.2
3205,14959.99
1930,55940.07
1863,44181.28
1216,70567
3792,88999.01
4559,89475.29
1904,52147.07
2563,88372.31
4277,69180.49
609,40755.8
207,76295.16
22,16607.27
3680,39027.83
4433,38027.28
4370,71701.42
3922,16452.78
4699,25657.76
4858,54449.32
1230,83190.93
3189,16600.43
1057,25160.35
647,74017.03
3706,11127.1
3088,4019.82
4704,78735.59
4754,38644.37
4032,95853.84
2727,19788.04
3860,45850.95
2537,9490.23
3503,28388.21
4756,21498.55
2919,35705.21
3411,65980.87
2695,44872.5
4218,91214.63
155,3556.14
3737,68498.35
1763,16260.35
1672,8611.63
3228,9016.6
1115,73581.7
2447,95757.35
357,23686.98
3485,86723.05
1171,25573.88
4061,86043.84
1126,78135.55
241,29048.3
4572,88461.85
3487,53439.77
2760,55569.56
2715,54475.48
2207,29826.49
2739,20430.23
1225,81137.02
1192,70461.8
1153,94542.81
1886,14585.55
2136,31720.88
1626,53844.16
22,70291.39
1229,53837.56
3228,41692
3910,60138.39
2268,88907.44
1911,47785.77
4407,49329.1
1294,52401.46
400,68476.79
3287,55093.18
2809,67081.81
1777,56080.95
2298,8368.83
3161,58005.02
2528,37984.03
856,23071.6
4924,72070.33
1315,31911.55
1085,46376.36
603,22786.07
617,67733.24
1142,27943.19
2925,98434.85
4512,7037.42
2404,76804.33
1681,82452.62
4391,52583.14
922,81155.03
1234,62656.1
3516,4915.3
4996,61116.85
4489,52238.65
4831,47560.75
3408,68112.11
3669,33466.9
805,51573.77
4735,13486.16
2896,53394.83
1813,26583.37
4977,16962.59
1307,43185.53
1513,80830.61
128,10105.09
672,89129.91
4536,76296.77
2457,75937.27
873,99521.42
3514,65307.74
4715,82110.73
2109,19181.92
2792,28571.66
680,37554.96
34,48885.83
836,11065.57
1285,9378.2
374,35648.31
1135,20512.41
3209,83831.72
139,41251.89
3916,50094.99
1206,88656.46
4960,18488.6
4415,83800.54
1100,56742.63
4345,80161.61
3640,9235.91
4556,58758.64
1974,42014.88
3269,23935.61
419,13114.14
893,46442.8
2305,91006.72
1836,40266.22
4162,62766.12
4293,14242.98
3281,8252.36
23,35376.1
828,96657.67
3745,3426.53
3072,38714.51
3759,19163.12
731,33061.98
1891,65561.68
2022,97595.24
227,64798.51
3830,20520.93
768,68380.47
2815,79877.04
4733,58032.18
255,1590.38
1048,58527.79
4809,67185.32
4816,95784.14
3311,55228.31
2533,98131.13
4763,12315.42
907,15228.01
354,71574.43
2508,15276.03
2007,32508.66
50,10669.08
1698,96212.34
2006,53183.15
4332,59209.79
4806,74355.74
1861,43487.93
740,22722.25
3792,70307.37
1441,79075.93
574,69964.16
3222,57870.9
4415,45541.25
4014,54602.46
75,64558.05
1103,79459.78
